tweet,rotulo
"Simples assim. #LulaPresidente13 #LulaNo1ºTurno  Votar em Ciro ou Tebet é levar Bolsonaro ao segundo turno, diz Márcia Tiburi",positivo
"https://youtu.be/86SUvwMoQvY.       BOLSONARO PERDE A PACIÊNCIA E  EM EVENTO DE MULHERERES NO RIO GRANDE DO SUL CHAMA ALEXANDRE DE MORAIS DE VAGABUNDO!O PRESIDENTE ESTÁ  VENDO QUE SEUS APOIADORES DE DIREITA  ESTÃO  SENDO PERSEGUIDOS,ESTÁ SENDO SABOTADO EM PROPAGANDAS ELEITORAIS.!",neutro
"Bom dia, amigos! O fato: somos nós que precisamos de Bolsonaro. Por um Brasil LIVRE, em 7 de setembro vamos todos às ruas! Estaremos na avenida Paulista! #7DeSetembroVaiSerGigante !!!",positivo
Eu vou sim festejar a vitória de Lula antecipado.,negativo
Domingou! Bora levantar militante porque domingo é dia de pedir voto pro Lula na feira.,negativo
Não esqueça: 7 de Setembro você tem que ir pra rua,positivo
Aconselho:> 580 dias - A prisão e a volta triunfal de Lula https://youtu.be/r8mvnxcDi6c via  @YouTube,neutro
É Lula ou fascismo https://brasil247.com/poder/votar-em-ciro-ou-tebet-e-levar-bolsonaro-ao-segundo-turno-diz-marcia-tiburi…,negativo
"Hoje, tanto  @cirogomes  quanto  @simonetebetbr  sabem de suas reais chances de vitória eleitoral. A não ser que plenejem criar algo ""extraordinário"", ""espetacular"" como uma fakeada, por exemplo, não declarar apoio a  @LulaOficial  JÁ, é fazer boca de urna pro BOZO e incendiar o Brasil",positivo
"Dito por Sandra Starling, fundadora do PT   CIRO GOMES 12 PDT - Presidente #CIRO12Presidente - #12PDT  EU TAMBÉM FAZIA PARTE,FUI  MEMBRO FUNDADOR DO http://PT.NA ÉPOCA E PENSO O MESMO #CIRO GOMES PRESIDENTE DO BRASIL É FICHA LIMPA E MAIS PREPARADO ENTRE TODOS",neutro
O que é melhor para o Brasil de fato. Votar em Ciro Gomes tendo Lula e Ciro a debater o Brasil no 2° t? Ou votar em Lula eliminando o 2° t sem debater o Brasil?,positivo
"Lula e Bolsonaro já tiveram meu voto útil Em suas eleições, e fizeram um péssimo governo, neste caso voto em Simone Tebet.  MJ.",negativo
"Imaginou o cachacinha vendo esse filme hein?  @reinaldoazevedo ,  @veramagalhaes ,  @BlogdoNoblat ,  @miriamleitao ,  @blogdosakamoto ,  @blogdojosias ,  @ECantanhede ,  @gcamarotti ,  @GugaNoblat ,  @caetanoveloso ,  @zeca_dirceu ,  @gleisi ,  @moura_101 ,  @GabrielaPrioli ,  @simonetebetbr ,  @mervalpereira",neutro
"Ipespe: Lula tem 44%; Bolsonaro, 35% https://oantagonista.uol.com.br/brasil/ipespe-lula-tem-44-bolsonaro-35/…",negativo
"Bom dia patriotas. SÓ para não esquecer, nossa primeira dama é sensacional, inteligente, capacitada e linda, viu dona  @simonetebetbr  . Ela respeita as mulheres.",neutro
"Aquias Santarem: “Bolsonaro paga de crente para enganar muita gente” https://brasil247.com/entrevistas/aquias-santarem-bolsonaro-paga-de-crente-para-enganar-muita-gente…   Pagando os ""pastores"", a crentelhada vem atrás.",positivo
"Vc sabia? Diárias e passagens para seguranças de Flávio Bolsonaro em Noronha custaram R$ 18 mil. Se não fosse os meios de comunicação, ele tinha pedido ressarcimento dos valores aos cofres públicos",positivo
"A única proposta dele é mentir, agora o Bolsonaro além de culpado pela inflação no mundo , pelo corona vírus, e culpado pelo atentado da vice na Argentina, é  muito desespero de quem já está eleito, e roubando",positivo
"Vc sabia? Relatório do Coaf cita ex-servidora de Jair Bolsonaro, filha de ex-motorista de Flávio Bolsonaro",positivo
Maravilha de postagem  https://fb.watch/fkc6VrP_8L/,positivo
Já pensou voltar uma desgraça dessa!!!! twitter.com/OGloboPolitica…,positivo
Lula pelo menos não esconde  o tamanho do estrago que quer fazer. @FlavioDino   meu Deus.,negativo
"Se eu falo que não gosto do Bolsonaro me chamam de lulista, se eu falo que não gosto do Lula me chamam de bolsonarista, se eu falo que não gosto do Moro me chamam de favorável a corrupção, kkkkk Eu só não gosto dos três e pronto. #SimoneTaSubindo  #SIMONEPRESIDENTE  #ElesNao ",negativo
É importante que a gente não se esqueça de que já foi mais fácil comprar e financiar imóveis.  Vamos fazer com que esse tempo volte a partir de 1º de janeiro de 2023   Vote 13  #lula #lula2022 #lulapresidente,negativo
"Vc sabia? ""Bolsonaro é um macaco numa casa de louça"", disse Ciro Gomes",neutro
"8  Assim, ao fazer a divulgação sistemática da narrativa de que os militares (comandados por generais) são vítimas e instrumentos passivos das maquinações políticas de Bolsonaro, o Jornal, sabendo que não eh assim, demonstra que é sócio desse “Projeto de Nação” AUTORITÁRIA, ..+",positivo
O que é melhor para o Brasil de fato. Votar em Ciro Gomes tendo Lula e Ciro a debater o Brasil no 2° t? Ou votar em Lula eliminando o 2° t sem debater o Brasil?,positivo
"Dito por Sandra Starling, fundadora do PT   CIRO GOMES 12 PDT - Presidente #CIRO12Presidente - #12PDT  EU TAMBÉM FAZIA PARTE,FUI  MEMBRO FUNDADOR DO http://PT.NA ÉPOCA E PENSO O MESMO #CIRO GOMES PRESIDENTE DO BRASIL É FICHA LIMPA E MAIS PREPARADO ENTRE TODOS",neutro
"Imaginou o cachacinha vendo esse filme hein?  @reinaldoazevedo ,  @veramagalhaes ,  @BlogdoNoblat ,  @miriamleitao ,  @blogdosakamoto ,  @blogdojosias ,  @ECantanhede ,  @gcamarotti ,  @GugaNoblat ,  @caetanoveloso ,  @zeca_dirceu ,  @gleisi ,  @moura_101 ,  @GabrielaPrioli ,  @simonetebetbr ,  @mervalpereira",neutro
"Quem nasceu pra ser  @JanjaLula  e  @simonetebetbr , nunca chegarão perto de ser a primeira dama da República Michele Bolsonaro.",neutro
"Vamos conscientizar que este vídeo, não pode ser retuitado porque a Dona Simone Tebet não quer #MichellePelasMulheres",negativo
Quem é essa Simone Tebet na fila do pão??? #MichellePelasMulheres,negativo
"Jorgito Bolsonaro  Dep. Estadual MG   Honestidade, sinceridade, lealdade e competência. Sem rabo preso com ninguém! #jorgitobolsonaro28220 #BolsonaroReeleito2022",positivo
Mesmo sendo Ex-Militar Bolsonaro apesar de atacado noite e dia jamais tentou calar o Povo!,positivo
"Sobre a disputa de esposas:  Michelle Bolsonaro: Primeira dama forte, sensível à causas de crianças com deficiências, feminina, cristã, linda e carismática.   Janja: Amante clandestina, atual mulher do ex-presidiário e dança forró.",positivo
LULA criou:  - Dia do Evangélico  - Marcha para Jesus - Lei da Liberdade Religiosa em 2003  Não venha me dizer que ele não é cristão.     LULA  ,negativo
"Transposição do Rio São Francisco durante o PT estava abandonada… Veio o Bolsonaro e refez até concluir. - O “curral” eleitoral utilizado pela esquerda, hoje está concluído para a dignidade dos nordestinos.  #BolsonaroReeleitoEm2022 #bolsonaro",positivo
Chupa  @LulaOficial,positivo
"A primeira característica de um bom governante é amar seu país e amar seu povo. Não se governa com ódio. Boa noite, se cuidem e até amanhã.",positivo
"A esquerda socialista sempre tentando enganar o povo brasileiro, mas nós brasileiros sabemos que Lula e o PT fizeram isso aqui.",negativo
"Dito por Sandra Starling, fundadora do PT   CIRO GOMES 12 PDT - Presidente #CIRO12Presidente - #12PDT  EU TAMBÉM FAZIA PARTE,FUI  MEMBRO FUNDADOR DO http://PT.NA ÉPOCA E PENSO O MESMO #CIRO GOMES PRESIDENTE DO BRASIL É FICHA LIMPA E MAIS PREPARADO ENTRE TODOS",neutro
O que é melhor para o Brasil de fato. Votar em Ciro Gomes tendo Lula e Ciro a debater o Brasil no 2° t? Ou votar em Lula eliminando o 2° t sem debater o Brasil?,positivo
"Veja nosso quarto programa eleitoral completo, que foi exibido há pouco na http://cirotv.com.br. Você vai ficar sabendo tudo sobre a Lei Antiganância e a renegociação das dívidas que vai limpar o nome de todo mundo que está no SPC e no Serasa. ",positivo
"E aí  @cirogomes ? O que é que tú diz, macho? Essas imagens foram do ano passado. Agora isso vai sobrar de tamanho dia 7 de setembro. Mande reforçar o estoque de chivas regal porque o presidente  @jairbolsonaro  vai triplicar o tamanho do evento. Tá valendo?  @monicabergamo",positivo
Quem é essa Simone Tebet na fila do pão??? #MichellePelasMulheres,negativo
"Vamos conscientizar que este vídeo, não pode ser retuitado porque a Dona Simone Tebet não quer #MichellePelasMulheres",negativo
"Quem nasceu pra ser  @JanjaLula  e  @simonetebetbr , nunca chegarão perto de ser a primeira dama da República Michele Bolsonaro.",neutro
"Imaginou o cachacinha vendo esse filme hein?  @reinaldoazevedo ,  @veramagalhaes ,  @BlogdoNoblat ,  @miriamleitao ,  @blogdosakamoto ,  @blogdojosias ,  @ECantanhede ,  @gcamarotti ,  @GugaNoblat ,  @caetanoveloso ,  @zeca_dirceu ,  @gleisi ,  @moura_101 ,  @GabrielaPrioli ,  @simonetebetbr ,  @mervalpereira",neutro
"Ipec: Lula lidera em 14 estados, Bolsonaro vence em 5 e no DF https://noticias.uol.com.br/eleicoes/2022/09/03/ipec-presidencial-nos-estados.htm… via  @UOLNoticias  @UOL",negativo
Governo Bolsonaro faz chamada em ministérios e estatais para engrossar 7 de Setembro,positivo
to morrendo com a tradução “bolsonaro depois de comer uma buzina” kkkkkkkkkkk,positivo
"VOCE SE JULGAVA SER A LEI, ENTÃO ANDE DIANTE A LEI!!!! FALTA POUCO LULA 2023.",negativo
"Hoje, o PT mostrou a “democracia” que pretende instaurar no país, promovendo uma diligência abusiva em minha residência e sensacionalismo na divulgação da matéria. O crime? Imprimir santinhos com letras dos nomes dos suplentes supostamente menores do que o devido. ",positivo
"Bom dia procês tudo.  Começando o domingão com  e alegria no   Ontem assisti ao documentário de  @joaquimmonstrao ""580 dias - A prisão e a volta triunfal de Lula""   Maravilhoso   Bora derrubar gigantes ",negativo
"Ipec: Lula lidera em 14 estados, Bolsonaro vence em 5 e no DF https://noticias.uol.com.br/eleicoes/2022/09/03/ipec-presidencial-nos-estados.htm… via  @UOLNoticias  @UOL",negativo
Bresser-Perreira vota  @cirogomes,positivo
"Prazer, Ciro Gomes. Confrontaremos um projeto escrito em um livro contra as toalhas de vocês no segundo turno!!!",neutro
O PDT do Ciro Gomes pediu a remoção desse vídeo. Bora compartilhar a verdade.,neutro
"Amanhã tem Ciro em Alfenas, bora lá.",positivo
"Pelo amor de Deus,  @cirogomes   vai a Alfenas e não vai vir à Pouso Alegre!",positivo
"E? @simonetebetbr  tá incomodando mesmo, hein?! #SimoneTaSubindo  #SIMONEPRESIDENTE ",neutro
"Simone Tebet (MDB) votou no Senado alinhada com o governo Bolsonaro em 85% das ocasiões. Soraya Thronicke (União Brasil), 89%. Dados do Congresso em Foco.",negativo
Simone tebet maís uma querendo enganar o povo brasileiro!!!,negativo
Quem é essa Simone Tebet na fila do pão??? #MichellePelasMulheres,negativo
"Vamos conscientizar que este vídeo, não pode ser retuitado porque a Dona Simone Tebet não quer #MichellePelasMulheres",negativo
"Bom dia!   O q deveria ser MOSTRADO incessantemente em VEICULAÇÃO de Materiais de Impressa, deveria ser unicamente o q EXISTE de OCULTO por trás do Orçamento SECRETO do Governo bolsonaro, logo q ele é um MECANISMO propício a PRÁTICA por CORRUPÇÃO com Dinheiro  Público ou não?",positivo
Celebridades: Anitta usa blusa transparente e mostra demais https://f5.folha.uol.com.br/celebridades/2022/09/anitta-usa-blusa-transparente-e-mostra-demais.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha…,positivo
ISSO QUE SÃO OS CRISTÃOS QUE APOIA O BOLSONARO?,positivo
Aquias Santarem: “Bolsonaro paga de crente para enganar muita gente”,positivo
Olha o descondenado e liberado lula defendendo a Nicarágua de Ortega e deixando jornalistas perplexos! Tome cuidado a esquerda brasileira!,negativo
"Lula e Daniel Ortega - Parte I  Este velho entusiasta da revolução sandinista com 9 dedos, recusa-se a condenar o seu amigo ditador Ortega, dá umas passadas de pano bem patéticas, desconversa, e finge ""não saber de nada"".  Nojento.",negativo
"Prazer, Ciro Gomes. Confrontaremos um projeto escrito em um livro contra as toalhas de vocês no segundo turno!!!",neutro
Bresser-Pereira vota  @cirogomes,positivo
"O movimento de mulheres do PDT do Piauí, Ação da Mulher Trabalhista (AMT) tem suas representantes alinhadas ao Projeto Nacional de Desenvolvimento do nosso  @cirogomes    #PrefiroCiro12 #PrefiroAmanda1212 #PrefiroMarcia12345",positivo
"Pesquisa Datafolha:  Lula oscilou dois pontos para baixo, Bolsonaro ficou igual e Ciro Gomes oscilou dois pontos para cima                        @opovo    21:33 | Set. 01, 2022",neutro
"Simone tebet,ataca a primeira dama Michele por inveja e poder ,nunca foi defensora de mulheres ,na cpi do circo deixou Aziz e Renan maltratar mulheres,!",negativo
Dra Nise Yamaguchi solta o verbo e desmente Simone Tebet; VEJA VÍDEO https://terrabrasilnoticias.com/2022/09/dra-nise-yamaguchi-solta-o-verbo-e-desmente-simone-tebet-veja-video/…,negativo
"E? @simonetebetbr  tá incomodando mesmo, hein?! #SimoneTaSubindo  #SIMONEPRESIDENTE ",neutro
"Simone Tebet (MDB) votou no Senado alinhada com o governo Bolsonaro em 85% das ocasiões. Soraya Thronicke (União Brasil), 89%. Dados do Congresso em Foco.",negativo
Simone tebet maís uma querendo enganar o povo brasileiro!!!,negativo
7:20 da manhã e propaganda enganosa... o bolsonaro num comercial dizendo que ele é o responsável pelo pix pqp,positivo
Janio de Freitas diz que candidatura de Bolsonaro é ilegítima,positivo
O MEU SE TU VOLTA NO BOLSONARO COM ESSES POLICIAIS TUDO FDP ME DÁ UNF AÍ,positivo
Miriam Leitão vê “visão seletiva” em quem não critica as lambanças de Bolsonaro na área fiscal,positivo
"Sabe o que vai acontecer com o""cachorro do Lula"", descrito pelo Bob Jeff? NADA.Sinto muito,mas num país onde não existe lei, esperar que tenha alguma reação?",negativo
Votar no Lula é mostrar que vc é sem cérebro.,negativo
Daniel Silveira é cassado pela Lei de Ficha Limpa.  e o LULA XANDÃO? https://youtu.be/AkWMsqCZlcw via  @YouTube,neutro
Pesquisa quentinha!   Ipespe: Lula lidera no 1º turno e bateria Bolsonaro no 2º por 15 pontos  Lula (PT): 44% Jair Bolsonaro (PL): 35% Ciro Gomes (PDT): 9%  Simone Tebet (MDB): 5%,negativo
"Mas a Simone Tebet e o Ciro Gomes, sob o pretexto de estarem exercendo o direito democrático de concorrerem à presidência, não estão apenas agindo como aliados do Bolsonaro e, assim, aumentando as chances do fascismo, da cegueira, do atraso e da destruição chegarem ao 2º Turno?",neutro
Você acha que Ciro Gomes deveria abandonar a candidatura e apoiar Lula?,positivo
Vamos viraluzar o máximo. Simone tebet quer tirar do ar,negativo
Fala Primeira Dama..para as Mulheres do Brasil.,positivo
Pesquisa quentinha!   Ipespe: Lula lidera no 1º turno e bateria Bolsonaro no 2º por 15 pontos  Lula (PT): 44% Jair Bolsonaro (PL): 35% Ciro Gomes (PDT): 9%  Simone Tebet (MDB): 5%,negativo
"Mas a Simone Tebet e o Ciro Gomes, sob o pretexto de estarem exercendo o direito democrático de concorrerem à presidência, não estão apenas agindo como aliados do Bolsonaro e, assim, aumentando as chances do fascismo, da cegueira, do atraso e da destruição chegarem ao 2º Turno?",neutro
"CIRO, vai votar em Bolsonaro, VOTO ÚTIL, vamos analizar tudo que anda falando, só verdades Até ele parceiro de Lula se envergonha da roubalheira escancarada. Só no Brasil aceita o maior ladrão do mundo como candidato à PRESIDENTE DO PAÍS!... https://youtube.com/shorts/76qUtIkG1Pw?feature=share… via  @YouTube",neutro
"Gays com Bolsonaro : Todas as ameaças, até de morte ,que já recebemos vi... https://youtu.be/ZvlalsFFwLs via  @YouTube",neutro
"CIRO, vai votar em Bolsonaro, VOTO ÚTIL, vamos analizar tudo que anda falando, só verdades Até ele parceiro de Lula se envergonha da roubalheira escancarada. Só no Brasil aceita o maior ladrão do mundo como candidato à PRESIDENTE DO PAÍS!... https://youtube.com/shorts/76qUtIkG1Pw?feature=share… via  @YouTube",neutro
"10 candidatas e candidatos, lulista só chora nos comentários do Ciro pra ele apoiar o Lula no primeiro, que tipo de medo é esse do segundo turno?! ",negativo
"Daqui 29 dias estaremos exercendo nosso direito de escolher o melhor Presidente para o nosso país de novo. Vem  @LulaOficial  , Vem acabar com essa desgraça toda. É  neles. É o AMOR vencendo.",positivo
"Em 1968, quando baixaram o AI-5, Josué Montello meteu o  @cirogomes  e foi ser “Conselheiro cultural” da embaixada brasileira. Onde mesmo? Em Paris! Lá escreveu Cais da Sagração.",positivo
Pesquisa quentinha!   Ipespe: Lula lidera no 1º turno e bateria Bolsonaro no 2º por 15 pontos  Lula (PT): 44% Jair Bolsonaro (PL): 35% Ciro Gomes (PDT): 9%  Simone Tebet (MDB): 5%,negativo
"Eu sou POVO, eu sou CIDADÃ, e a DEMOCRACIA é que me autoriza à votar no CIRO GOMES. O Lulopetismo não vai me dizer em quem eu devo votar sob o argumento de salvar a democracia.",positivo
Domingo. Dia lindo em BH!  Era pra ser dia de paz!  Mas abro meu Twitter e minha TL tá cheia de listas “afirmando” que qualquer outro voto - que não no  - é voto pro ! @simonetebetbr  e  @maragabrilli  pra restaurar a democracia e a tolerância nesse país!!!,positivo
"Opa deixa eu compartilhar esse vídeo aqui pois a  @simonetebetbr  , o  @LulaOficial  e o  @alexandre   não querem que seja veiculado",neutro
"A infraestrutura está mudando o Brasil, e também vai mudar a cara de São Paulo. Quem tá fechado com a Michelle e com o Bolsonaro dá um like aí =)  #Tarcísio10 #Bolsonaro22",positivo
Vamos viraluzar o máximo. Simone tebet quer tirar do ar,negativo
Fala Primeira Dama..para as Mulheres do Brasil.,positivo
 BOLSONARO 22 REELEITO ,positivo
"O PT celebra a decisão da juíza, mas Bolsonaro, adversário de Moro, não. Ele morre de medo de que uma vez derrotado, passe a ser alvo de medidas judiciais. Como Michel Temer foi.",positivo
Faltam 118 dias para o fim do governo Bolsonaro,positivo
Viva a liberdade. Lula nunca mais,negativo
Vão vendo...,positivo
"Eita, Nelipe Feto, você e Lula foram feitos um para o outro. Não sabem nada, e pensam que sabem tudo.A diferença, é que você parece ter estudo e ele não; é um lixo analfabeto...",negativo
"1) Com o objetivo de derrotar o monstro genocida que destruiu o Brasil nesses 4 anos.  Pelo fim do medo, da fome, do negacionismo, da incompetência.  Declaro meu voto em Lula 13 no primeiro turno das eleições para a presidência do Brasil.  (continua)",negativo
Volta lula,negativo
"ELEIÇÕES 2022 | O candidato Lula continua à frente, com 44%, na corrida eleitoral, na nova pesquisa Ipespe. Bolsonaro está na 2ª posição, com 35%, e Ciro Gomes em 3º, com 9%. Simone Tebet tem 5% #FolhaVitoria    SAIBA MAIS: https://leiafv.com/3qsTK6N",neutro
Ciro Gomes para o ex-presidiário. https://fb.watch/fkdE6RvUdq/ via  @FacebookWatch,neutro
"Em 1968, quando baixaram o AI-5, Josué Montello meteu o  @cirogomes  e foi ser “Conselheiro cultural” da embaixada brasileira. Onde mesmo? Em Paris! Lá escreveu Cais da Sagração.",positivo
Michelle Bolsonaro diz que Simone Tebet cai em contradição ao tentar calá-la na Justiça -,negativo
"ELEIÇÕES 2022 | O candidato Lula continua à frente, com 44%, na corrida eleitoral, na nova pesquisa Ipespe. Bolsonaro está na 2ª posição, com 35%, e Ciro Gomes em 3º, com 9%. Simone Tebet tem 5% #FolhaVitoria    SAIBA MAIS: https://leiafv.com/3qsTK6N",neutro
Michelle Bolsonaro retruca e dá lição de moral para Simone Tebet sobre l... https://youtu.be/5fP-0ZGbAS8 via  @YouTube,negativo
Governo Federal nosso Presidente Bolsonaro  Tivemos mais uma semana de muitas entregas e desenvolvimento regional.   Inaugurado sistemas de abastecimento que levam a água do Velho Chico a comunidades rurais do Ceará. Também entregamos moradias e liberamos recursos para obras de s,positivo
O discurso do Lula foi adiado porque só tinha 4 pessoas pra assistir. Bolsonaro reeleito primeiro turno. Fora corruptos,negativo
Aprendeu a mentir com Bolsonaro?,positivo
Wálter Maierovitch - Bolsonaro e ex-esposa: transações imobiliárias e graves crimes https://noticias.uol.com.br/colunas/walter-maierovitch/2022/09/04/bolsonaro-e-ex-esposatransacoes-imobiliarias-e-indicios-de-crimes.htm… via  @UOLNoticias  @UOL,positivo
"A letra da campanha de Lula e linda, mais naquwla: vermelhou no curral da Fafa é ntf.",negativo
Os bostas que o lula defende ,negativo
"Barreira do Vasco   Ouve um arrastão próximo a são Januário,os marginais atiraram em uma das vítimas e levaram seu automóvel,",positivo
Excelente  ! Vamos de Lula!,negativo
"Como é bom ver o jornalismo sério refrescando a memória do Ciro Gomes e expondo sua incoerência, oportunismo e rancor",positivo
"Acabei de ver uma das melhores entrevistas de  @cirogomes . Na  @CNNBrasil  e liderada pelo jornalista William Waack debateu-se política externa, sector militar, reindustrialização, projecções e estratégia para liderar o  pós eleições presidenciais. Vale a pena ver.  #CiroCresce",positivo
Inteligência e Lucidez  Trabalho e  Coerência   Competência e Honradez  Não há tema sem projeto. Nem problema sem proposição.  Não há pergunta sem reposta. Não há acordo sem proposta. Não há diálogo sem  reflexão.   Não há futuro pra um país que é ex-nação.  Meu voto:  Ciro Gomes,positivo
 Nova edição na Wikipedia    Título da página: Ciro Gomes   Utilizador: Saulo Ben   URL: https://pt.wikipedia.org/wiki/Special:Diff/64336818…    #CiroGomes #wikipedia,neutro
SIMONE TEBET PODE ROMPER A POLARIZAÇÃO HOMICIDA QUE ASSOLA O BRASIL! Vale ler o artigo!,negativo
"Simone Tebet, essa sua atitude é MISÓGINA. As mulheres que eu conheço não se veem representadas por você. #BolsonaroNoPrimeiroTurno",negativo
De fato ,positivo
Michelle Bolsonaro diz que Simone Tebet cai em contradição ao tentar calá-la na Justiça -,negativo
"Bolsonaro 67,97.  Hadad 32,03.  Agora vamos novamente com Bolsonaro presidente",positivo
"Segundo a IPEC (pesquisa realizada há 2 dias atrás), Lula tem 45% de intenção de voto, o que é mais de 50% de voto Valido. Tambem, segundo a IPEC, Pernambuco é o Estado com maior discrepância entre Lula (63%) e Bolsonaro (22%). Em PE, Lula tem quase o triplo de intenção de voto.",negativo
"Lamentável o meu Estado, o PR, dando 50% de votos pro cramulhão e apenas 25% a Lula. Que vergonha dos meus conterrâneos pé-vermelho.",negativo
"Segundo a IPEC (pesquisa realizada há 2 dias atrás), Lula tem 45% de intenção de voto, o que é mais de 50% de voto Valido. Tambem, segundo a IPEC, Pernambuco é o Estado com maior discrepância entre Lula (63%) e Bolsonaro (22%). Em PE, Lula tem quase o triplo de intenção de voto.",negativo
"Ele sabe que políticamente,nunca será uma escolha para o executivo nacional.  E o que ele faz é revanchismo e inveja de não ter nascido com o DNA popular de um líder nato como  @LulaOficial  .",positivo
que bacana ser usado pelos bolsominions para atacar lula twitter.com/Elon_Musk_br/s…,negativo
Já na 1ª fala do Presidente Lula estou toda arrepiada! Venham assistir:  580 dias - A prisão e a volta triunfal de Lula.,negativo
"A candidata do MDB à Presidência da República, Simone Tebet, visitou um centro comunitário em Belém, e Ciro Gomes, do PDT, fez campanha no Espírito Santo https://sbtnews.com.br/noticia/sbt-brasil/222388-ciro-e-tebet-falam-sobre-planos-para-a-seguranca-publica?utm_medium=Social&utm_source=Twitter#Echobox=1662245594… #sbtnews",neutro
Ciro Gomes é grande fã dos ideais de Alexander Hamilton - Elias Jabbour,positivo
"Se vocês votarem em Lula será linha auxiliar do comunismo e se vocês votarem em Bolsonaro será linha auxiliar do facismo, então só no resta vota no Ciro.  Então vou de Ciro Gomes.",positivo
SIMONE TEBET PODE ROMPER A POLARIZAÇÃO HOMICIDA QUE ASSOLA O BRASIL! Vale ler o artigo!,negativo
"Ela deve ter saudades daquele tempo, em que as mídias eram somente no papel e se podia negociar com a imprensa o que poderiam publicar…  Agora as provas são irrefutáveis",positivo
"E aí,  @simonetebetbr  , por  que mudou de opinião?",neutro
"A candidata do MDB à Presidência da República, Simone Tebet, visitou um centro comunitário em Belém, e Ciro Gomes, do PDT, fez campanha no Espírito Santo https://sbtnews.com.br/noticia/sbt-brasil/222388-ciro-e-tebet-falam-sobre-planos-para-a-seguranca-publica?utm_medium=Social&utm_source=Twitter#Echobox=1662245594… #sbtnews",neutro
Mais que  @jairbolsonaro ??? Duvido seu traidor.,positivo
Bolsonaro tbm e foi traido,positivo
Estamos com BOLSONARO 22,positivo
O quê um bandido condenado (Luiz Inácio Lula da Silva) têm para falar de dignidade?.,negativo
28 DIAS @LulaOficial #LulaNoPrimeiroTurno  Morador do Aglomerado da Serra questiona declaração de Ciro Gomes sobre favelas,neutro
"Lula ""DESLIZA"" e IMPRENSA tenta PROTEGÊ-LO + Sites de DIREITA viram ALVO... https://youtu.be/68VvfIeTj_Y via  @YouTube",neutro
"Por isso prefiro Ciro Gomes  @cirogomes   e Ana Paula Matos  @AnaPaulaMatosBA    Tenho orgulho do meu voto para ambos, presidente e vice.  CIRO CRESCE   #CiroTV #CiroPresidente12",positivo
28 DIAS @LulaOficial #LulaNoPrimeiroTurno  Morador do Aglomerado da Serra questiona declaração de Ciro Gomes sobre favelas,neutro
"ciro gomes vai proibir eu sonhar com isso?????? se for, eu voto",positivo
#AcordaBrasil O feminismo é o machismo atualizado! Na verdade o feminismo nunca saiu do papel.O oportunista comunismo quem despertou este gigante adormecido para difundir sua ideologia e manipular a minoria!  @simonetebetbr  @SorayaThronicke  contraditório,neutro
"Ou seja,  @simonetebetbr  e  @SorayaThronicke  são quase irmãs siamesas do INOMINÁVEL.",neutro
"Simone Tebet (MDB) votou no Senado alinhada com o governo Bolsonaro em 85% das ocasiões. Soraya Thronicke (União Brasil), 89%. Dados do Congresso em Foco.",negativo
Simone Tebet Votou contra Aposentadoria sem idade Mínima para os trabalhadores que trabalham manipulando produtos Cancerígenos hidrocarbonetos aromáticos na Reforma da Previdência... agora vem com Demagogia barata,negativo
Janio de Freitas diz que candidatura de Bolsonaro é ilegítima,positivo
"Podres Poderes: Moro, Lula, Bolsonaro e a Justiça seletiva do Brasil https://istoe.com.br/podres-poderes-moro-lula-bolsonaro-e-a-justica-seletiva-do-brasil/…  Vergonha",negativo
Michelle compartilha convocação de pastores para 30 dias de jejum por Bolsonaro  @UOLNoticias  @UOL,positivo
E assim são os negócios da “honesra” família Bolsonaro,positivo
"Estes valores, são superior ao valor do LULA no Petrólão e Petrobras ? ACORDA BRASIL !!!",negativo
"Podres Poderes: Moro, Lula, Bolsonaro e a Justiça seletiva do Brasil https://istoe.com.br/podres-poderes-moro-lula-bolsonaro-e-a-justica-seletiva-do-brasil/…  Vergonha",negativo
Rejeição de Lula dispara e Bolsonaro pode ser reeleito.  Não deixe que isso aconteça Vamos colocar  @cirogomes  no 2° turno.,negativo
"Pelo que eu entendi os eleitores do Ciro Gomes são ""votem no Ciro"" até aí ok, aí dá a impressão de ""votem no Ciro, se acontecer do bolsonaro se reeleger "" não foi culpa nossa, nós votamos no Ciro"" e nos últimos 4 anos passaram falando q iam votar em qualquer 1 contra o bozo",positivo
"Objetivo do voto útil não é tirá o Bolsonaro, eles estão morrendo de medo de enfrentar o Ciro Gomes no segundo turno, sabem que é derrota na certa, contra o Bolsonaro eles ganham. Não voto em candidato que vai governar com os corruptos, não caiam na falácia do voto útil.",neutro
". @simonetebetbr  a ""feministe"" que calaca boca de uma mulher! #SeteDeSetembroVaiSerGigante ",neutro
Por que a Simone estepe não deixa a Michelle Bolsonaro será que ela não respeita mulher a Simone estepe,negativo
Apaga esse  @simonetebetbr    #BolsonaroNoPrimeiroTurno,neutro
"Desmascarando Simone Tebet, a que se diz defensoras das mulheres. É muito demagogo e sabe muito bem representar.",negativo
URGENTE: Bolsonaro pode colocar um FIM à GUERRA entre os PODERES https://youtu.be/7qRzp68GpKE via  @YouTube,neutro
Eu vivi pra ver esse verme imundo defender a democracia ,positivo
Ele disse na CNN que o presidente Bolsonaro pode ganhar no primeiro turno ????  Teje demitido !! Kkkkk,positivo
